address,verdict,realized_pnl,unrealized_pnl,avg_hold,rug_pct,multi_x_wins,reason,date_vetted
2U8Y2pj1R6NLU97TJnuHfBFNqDWTBo3eNa4zy5oDjMME,KEEP,+$2.71M,-$2.07M,16d,99.83%,"143 (>500%), 214 (>100%)","Banked +$2.71M realized exceeds -$2.07M unrealized (net +$632K); 16d holds (borderline, near 14d); 357 multi-x wins; 100% win rate; high rug% confirmatory",2026-06-22
EhnnBjdEWaK3jo1JKNNY8kGtEPutiUXKTHc8c8a4yR2J,REJECT,+$48.41K,-$4.57M,3mo,99.96%,"1 (>500%), 17 (>100%)",Deep bag-holder: tiny realized +$48K vs -$4.57M unrealized (net -$4.52M); 3mo holds; 5.7K buys/966 sells accumulator,2026-06-22
A5ptjqiLeV2jTYoSk7W6owY3tjSt7z78ZvbP5Ldd4hkp,KEEP,+$1.16M,-$428.32K,6d,99.61%,"62 (>500%), 100 (>100%)",Banked +$1.16M realized exceeds -$428K unrealized (net +$732K); 6d holds (ideal); 162 multi-x wins; high rug% confirmatory; fast-exit sniper,2026-06-22
Hk3YBp51HV2x4NUAokF7voNPxnjDgUvPEa4HfEPj2uDY,KEEP,+$1.01M,-$518.51K,7d,99.62%,"45 (>500%), 106 (>100%)",Banked +$1.01M realized exceeds -$519K unrealized (net +$501K); 7d holds (ideal); 151 multi-x wins; high rug% confirmatory; fast-exit sniper,2026-06-22
qAkJ2SuveYDsN2ZaEPU5gWhF8gWZvsA2Pfizn3B9ZQ5,KEEP,+$1.12M,+$1.52M,10d,99.67%,"75 (>500%), 81 (>100%)",Banked +$1.12M realized; positive +$1.52M unrealized (net +$2.65M); 10d holds; 156 multi-x wins; high rug% confirmatory; fast-exit sniper,2026-06-22
29hDcch4iGEAwjCUvR9ik9TA22xUW54aHUbggGfgDeCC,REJECT,+$63.17K,-$10.26M,14d,100%,"35 (>500%), 2 (>100%)",Deep bag-holder: tiny realized +$63K vs -$10.26M unrealized (net -$10.2M); 2.02K buys/542 sells accumulator,2026-06-22
FyfL8UEhgSpPndM283xfkRrvnpQpEGtRNzjQbrnV3bxi,REJECT,+$320.84K,-$5.97M,3mo,99.98%,"8 (>500%), 83 (>100%)",Deep bag-holder: realized +$321K vs -$5.97M unrealized (net -$5.65M); 3mo holds; 9.57K buys/1.79K sells accumulator,2026-06-22
75qsE3p5y2BFSLnfS9MUMqSAwq6MW5FhTavrUPMTFkKz,REJECT,+$1.65M,-$4.91M,2mo,99.91%,"110 (>500%), 105 (>100%)",Bag-holder: unrealized -$4.91M exceeds realized +$1.65M (net -$3.25M); 2mo holds exceed swing threshold,2026-06-22
JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,REJECT,-$187.21M,-$620.09M,11mo,79%,"423 (>500%), 1.34K (>100%)","Negative realized -$187M + catastrophic bag (net -$807M); 11mo holds; exchange/CEX-scale 40M+ txns, $12.48B vol",2026-06-22
JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,REJECT,-$250.94M,-$671.66M,11mo,78.87%,"423 (>500%), 1.32K (>100%)","Negative realized -$251M + catastrophic bag (net -$923M); 11mo holds; exchange/CEX-scale 40M+ txns, $12.7B vol",2026-06-22
Fj7SLw2WT49PUJ6o5AGZmYhS8Ehtdap653v4ju9s9ckg,REJECT,+$270.76K,-$5.35M,2mo,99.91%,"8 (>500%), 45 (>100%)",Deep bag-holder: realized +$271K vs -$5.35M unrealized (net -$5.08M); 2mo holds; 6.49K buys/1.25K sells accumulator,2026-06-22
FMEjcPK7yCQccgFyoe555JB25h5MWcCkH1w8UfLULNXR,REJECT,+$399.23K,-$6.73M,2mo,99.92%,"4 (>500%), 61 (>100%)",Deep bag-holder: realized +$399K vs -$6.73M unrealized (net -$6.33M); 2mo holds; 9.6K buys/1.23K sells accumulator,2026-06-22
3kg2i1rybxAbnxuUnSVZn5o9d7wiRckLpcnTMCdjVBJk,REJECT,+$241.73K,-$4.08M,2mo,99.92%,"6 (>500%), 74 (>100%)",Deep bag-holder: realized +$242K vs -$4.08M unrealized (net -$3.83M); 2mo holds; 6.07K buys/1.49K sells accumulator,2026-06-22
JApBGtbBtsNosE1Z5CiyUkTMhAxATqH1NAuJJenHUceR,KEEP,+$482.27K,-$212.53,11h,15.01%,"22 (>500%), 66 (>100%)",Banked +$482K realized; ~flat unrealized (fully banked); 11h holds; 88 multi-x wins; 96% win rate; fast-exit sniper (91% instant-sell),2026-06-22
4PaPYsHHhaiahVWTFRbD8BRFxUugXhdwjdp4TPkFR5r1,KEEP,+$2.23M,-$1.3M,13d,99.76%,"81 (>500%), 121 (>100%)",Banked +$2.23M realized exceeds -$1.3M unrealized (net +$930K); 13d holds (under swing threshold); 202 multi-x wins; high rug% confirmatory,2026-06-22
BHD5YKNkbo3YWzfYTWxMSTERuSR2YPVG9VTin7oSksbB,REJECT,+$1.84M,-$3.98M,2mo,99.89%,"106 (>500%), 90 (>100%)",Bag-holder: unrealized -$3.98M exceeds realized +$1.84M (net -$2.13M); 2mo holds exceed swing threshold,2026-06-22
HEW6rzSBb3CgWhqkeFvdpCY6FQXwns54nQLhSiTVEnJp,REJECT,+$50.61K,-$3.52M,10d,99.86%,"7 (>500%), 8 (>100%)",Deep bag-holder: tiny realized +$51K vs -$3.52M unrealized (net -$3.47M); $3.56M bought/$76K sold accumulator,2026-06-22
2u2tU5RgCBdphiRFpMWYtYBtnmvz2aG7QJ93U4C8NfdD,REJECT,+$1.31K,-$2.15M,4d,99.55%,3 (>100%),Near-zero realized +$1.3K + deep bag -$2.15M; $2.18M bought/$18K sold accumulator; not banking profits,2026-06-22
Bq7quPVpZfBjNreKfUrML4iFBbsLqWjoC8L4xR1q9reY,REJECT,+$6.06K,-$1.78M,2d,99.71%,5 (>100%),Near-zero realized +$6K + deep bag -$1.78M; $1.82M bought/$47K sold accumulator; not banking profits,2026-06-22
AyuS2xSr1yoqPuZNbpre87YzVS7Cugs92pY31x1CpuQP,REJECT,-$452.7K,-$25.78K,8d,100%,0,Negative realized -$452.7K (net -$478K); 8d holds; 0 multi-x wins; all 18 tokens at loss,2026-06-22
EyS1BmPAgyXiQs5VpCuLr2KUAEkWVY6biWaYVska9NMX,REJECT,-$36.93,-$386.3K,9d,94.48%,0,Negative realized -$37 + bag -$386K; 1.18K buys/40 sells accumulator; 5.5% win rate; 0 multi-x,2026-06-22
EGekTcpFcr5CDrp6t5j8vRsK7XGeDYoLHANbLjWMembK,REJECT,-$2.38,-$547.06K,16d,98.16%,0,Near-zero/negative realized + bag -$547K; 1.62K buys/17 sells pure accumulator; 0 multi-x; all tokens at loss,2026-06-22
8HS71C4LnwXxip3fSds26uZnzeQywUWpAiKH13Ky2Xn3,KEEP,+$1.28M,-$928.92K,10d,99.6%,"83 (>500%), 58 (>100%)",Banked +$1.28M realized exceeds -$929K unrealized (net +$354K); 10d holds; 141 multi-x wins; net seller; high rug% confirmatory; fast-exit sniper,2026-06-22
FP1t5jx9Q53WhAAc8s6HAgebRnPGjNWX52Sa5XoLYhc5,REJECT,-$117.98K,-$9.32K,7d,100%,0,Negative realized -$118K (net -$127K); 0 multi-x wins; 123/124 tokens at loss,2026-06-22
6VXhgjzjwkijkPfq7gTrFrwbgZ3BTMw7ytay4nw4k1jK,REJECT,+$1.35M,-$7.78M,1mo,99.95%,"123 (>500%), 324 (>100%)",Bag-holder: unrealized -$7.78M exceeds realized +$1.35M (net -$6.42M); 1mo holds exceed swing threshold,2026-06-22
GwfemYaZi8HckHKBsS7ivrz44TneVAydLtb9d6rJyJMj,REJECT,$0,-$4.2M,5d,100%,0,"Never-sell accumulator: 836 buys/0 sells, $0 realized, -$4.2M unrealized; not banking profits",2026-06-22
4M8gXniKmf79RVni6vB7d4SCa1JFxHcgZb8me2wT5tx8,REJECT,+$1.09K,-$1.99K,10d,97.61%,"3 (>500%), 117 (>100%)","Near-zero realized +$1K (net -$899); dust/micro wallet ($11K volume, $1.66 avg cost); not meaningful banked profit",2026-06-22
2jvnxMv4cnnysFTg2GGcLdpS4xcfKDQgFAvKMYVKJufm,KEEP,+$1.96M,-$1.59M,16d,99.74%,"85 (>500%), 127 (>100%)",Banked +$1.96M realized exceeds -$1.59M unrealized (net +$364K); 16d holds (borderline near 14d); 212 multi-x wins; high rug% confirmatory,2026-06-22
6AGp6zbGNuyZpmzeswv9KCNU15Rf37UQDqDqFAeHmS8d,KEEP,+$296K,-$84.63,7d,47.05%,"894 (>500%), 379 (>100%)",Banked +$296K realized; ~flat unrealized (fully banked); 7d holds (ideal); ~1.27K multi-x wins; 98% win rate; fast-exit sniper (94% instant-sell),2026-06-22
8cxba3FWd27P1fezJAujggnUd9rGc8hFXSR9EJK2WfeA,REJECT,+$1.24K,-$1.18M,4d,99.66%,0,Near-zero realized +$1K + deep bag -$1.18M; $1.21M bought/$22K sold accumulator; 0 multi-x; not banking profits,2026-06-22
HbesDLfmi38W8nrpbCCi1aaKYhweVQjc2UX4swK6AoRK,KEEP,+$1.46M,-$1.13M,13d,99.76%,"81 (>500%), 70 (>100%)",Banked +$1.46M realized exceeds -$1.13M unrealized (net +$335K); 13d holds (under swing threshold); 151 multi-x wins; high rug% confirmatory,2026-06-22
B7bqAu2qhF8Cs5bzZtgu4RkCcErrGZp3Jj2gqcU9nfrr,REJECT,+$387.48,-$1.21K,7d,99.86%,2 (>100%),Near-zero realized +$387 (net -$830); dust/micro wallet ($13K volume); 0.47% win rate; not meaningful,2026-06-22
CZj6b52kptmJfK4sfDydBCW9FTPNd977X6FeY4qGW4e7,REJECT,$0,-$4.17M,5d,100%,0,"Never-sell accumulator: 833 buys/0 sells, $0 realized, -$4.17M unrealized; not banking profits",2026-06-22
F9vmGpRrhEpENTUSmoEtneGTCsNMpM2mbHtxF8WM9DPW,REJECT,+$4.63K,-$1.13M,3d,99.6%,6 (>100%),Near-zero realized +$5K + deep bag -$1.13M; $1.16M bought/$32K sold accumulator; not banking profits,2026-06-22
6aGUuKV9jKosUgnRDCstPPr9XVeL9A34KvNAqQs9ZeTV,REJECT,+$1.05K,-$1.1M,3d,98.93%,1 (>100%),Near-zero realized +$1K + deep bag -$1.1M; $1.12M bought/$18K sold accumulator; not banking profits,2026-06-22
4CpaRs8StpbNzqg7wvStEoLRzF16HnD6MAyBAt6XKsCG,REJECT,+$4.06K,-$1.14M,3d,99.58%,10 (>100%),Near-zero realized +$4K + deep bag -$1.14M; $1.17M bought/$41K sold accumulator; not banking profits,2026-06-22
89CcrLGdhdTvV6GTA6fVmDp84F8yrT8uUDAMokb4xioT,REJECT,+$11.07K,-$1.37M,2d,99.74%,"1 (>500%), 20 (>100%)",Near-zero realized +$11K + deep bag -$1.37M; $1.43M bought/$69K sold accumulator; not banking profits,2026-06-22
5qdmXFTTrkqUQV89quWH2cfTSf6M3JKXkjBvFrfWzKA,REJECT,+$30.37K,-$45.84K,3d,93.18%,4 (>100%),Bag-holder: unrealized -$45.84K exceeds realized +$30.37K (net -$15.47K); only 4 multi-x wins,2026-06-22
33PGGUsThWbcjxUYbP4mZynSwNy7zXqJsw5xmpHdnz1G,REJECT,+$341.85,-$3.2K,12d,95.14%,0,Near-zero realized +$342 (net -$2.86K); dust/micro wallet ($177K volume); 0 multi-x; 13% win rate,2026-06-22
Fxp84nGVFFFnyqPVLo5qpes4Qg6hWAssufMBWcgrTDxz,REJECT,-$0.90,-$286.59K,9d,97.2%,0,Near-zero/negative realized + bag -$287K; 587 buys/9 sells accumulator; 0 multi-x; 20% win rate,2026-06-22
3pFYGSypzNZWWkVeaccihJpE8A165eTiSCbM4n2zyRxi,REJECT,-$2.7M,-$823.99K,8d,99.91%,"29 (>500%), 17 (>100%)",Negative realized -$2.7M (net -$3.53M); 1% win rate; net loser despite some multi-x,2026-06-22
7qkHNctGRYg474mrPX1gFY1xPgvjRquRJZ5xSKr8sKfe,REJECT,+$703.36,+$545.95K,18d,3.57%,1 (>500%),Near-zero realized +$703 (all $546K is unbanked paper); 18d holds; barely sells (54 buys/12 sells); not banking profits,2026-06-22
Hr279dFU4DhQzJ6s8T19WupkcqZmDeeRZedj2qUBCYTP,KEEP,+$58.09K,-$36.86K,3d,90%,12 (>100%),Banked +$58K realized exceeds -$37K unrealized (net +$21K); 3d holds (ideal); 12 multi-x wins; net seller; high rug% confirmatory; fast-exit profile,2026-06-22
9Wkv6tNfxu88PQZJpJ784V7w4EJrpxnqDV9jeUshYYmx,REJECT,+$203.4K,-$1.41M,1mo,100%,"4 (>500%), 36 (>100%)",Deep bag-holder: realized +$203K vs -$1.41M unrealized (net -$1.21M); 1mo holds; 889 buys/147 sells accumulator,2026-06-22
7fU4qK2Y5SSAfs1wsgmkyBFbGNSJQGmf779z5J1CTR1p,REJECT,+$457.42K,-$1.2M,20d,99.79%,"22 (>500%), 37 (>100%)",Bag-holder: unrealized -$1.2M exceeds realized +$457K (net -$750K); 20d holds exceed swing threshold,2026-06-22
3XmgTpc3bndpMdksjoN7jtd6nWsCvm6gSoJvTcySxCEP,REJECT,+$1.5M,+$20.7M,7mo,12.5%,"1 (>500%), 1 (>100%)","Long-hold whale: 7mo avg hold, only 40 tokens, 2 multi-x wins; wrong style for fast-exit bot despite positive PnL",2026-06-22
4qvhbPxpEn1dsfxMB6zJ219mDx9pn5wvijn8cUmGGmKd,REJECT,+$681.61K,-$1.81M,25d,99.76%,"48 (>500%), 30 (>100%)",Bag-holder: unrealized -$1.81M exceeds realized +$682K (net -$1.12M); 25d holds exceed swing threshold,2026-06-22
CFjaQynJqKm6zysB3c7PcVoXdERZToVMwz3RwACVr4YQ,KEEP,+$101.31K,-$3.76K,18d,60%,"1 (>500%), 2 (>100%)","Banked +$101K realized, tiny unrealized -$4K (net +$98K, fully banked); 18d holds (borderline upper edge); 3 multi-x wins; net seller",2026-06-22
Cp7qVkC1kyHzgxr5XAnr773azXJL6mWLtPbdVQeLosLW,REJECT,+$1.95M,-$13.98M,2mo,99.97%,"7 (>500%), 70 (>100%)",Deep bag-holder: unrealized -$13.98M dwarfs realized +$1.95M (net -$12.03M); 2mo holds exceed swing threshold,2026-06-22
4QWmGTxuJVVApdiSZ36eALdP1NnEGZyb7SVHhsgubyLm,REJECT,$0,$0,0,100%,0,"Distribution/receiver wallet: 0/1.09K txns (100% didnt buy, all sells); $0 realized; not a trader",2026-06-22
kCmZEAomWGZU1DH8Y255sHa1xDptpck17jde9dycjS9,KEEP,+$349.12K,+$149.62K,3d,98.85%,"20 (>500%), 21 (>100%)",Banked +$349K realized; positive +$150K unrealized (net +$499K); 3d holds (ideal); 41 multi-x wins; net seller; high rug% confirmatory; fast-exit sniper,2026-06-22
AV7PjXHL5JXZ1YoYRoN9Dsstg1x2UciBupMCXcJP8gUz,KEEP,+$1.56M,-$3.41K,1h,99.56%,"35 (>500%), 769 (>100%)","Textbook sniper: banked +$1.56M realized, ~flat unrealized (fully banked); 1h holds (ideal); ~804 multi-x wins; 99% instant-sell; high rug% confirmatory",2026-06-22
J7QLJ6w63AKX1CyhoR5RT1fNQRATuoFjEEtWHh7CDGoS,REJECT,$0,+$338.86K,21d,33.33%,0,Never-sell accumulator: $0 realized (all $339K unbanked paper); 170 buys/0 sells; 21d holds; not banking profits,2026-06-22
JD6rVaerbyz6wjQ433nrw6bFTgFrp46MiYmi8EtUAfsG,KEEP,+$229.92K,+$1.21M,18h,79.39%,"6.39K (>500%), 2.84K (>100%)",Banked +$230K realized + positive +$1.21M unrealized (net +$1.44M); 18h holds; ~9.2K multi-x wins; 94% win rate; large-scale fast-exit sniper (77% instant-sell); high rug% confirmatory,2026-06-22
5uSNZfK1eLk9j6gR9jhYcfbHd4XtpgHnZP79fVMUcKQH,REJECT,+$12.29K,+$67.46K,2mo,25.15%,10 (>100%),Long-hold: 2mo avg hold exceeds swing threshold; modest realized +$12K; 15% win rate; wrong style for fast-exit bot,2026-06-22
D9McCnTK1xZLhzbfcBiuUGEDYXky8jGc1sKs3ZZTyzNB,REJECT,$0,-$105.62,3mo,100%,0,"Never-sell dust accumulator: 1.57K buys/0 sells, $0 realized, $0.09 avg cost; not a profitable trader",2026-06-22
HR7Exa4JkixLC9VWyEok38EXdBHbVPgvkUsw5UVSpVr5,REJECT,$0,-$107.38,3mo,100%,0,"Never-sell dust accumulator: 1.56K buys/0 sells, $0 realized, $0.09 avg cost; not a profitable trader",2026-06-22
DF2rjixcQZJwJSrmjVnC1qHLFoPhMqspiTX7ckNbe13V,REJECT,$0,-$104.65,3mo,100%,0,"Never-sell dust accumulator: 1.56K buys/0 sells, $0 realized, $0.09 avg cost; not a profitable trader",2026-06-22
9Wdsvm7miVX77WmntQN4aaAZ2G2BYDwWLMN7YZBVy9Us,REJECT,-$9.17M,-$865.85K,5d,100%,0,Massively negative realized -$9.17M (net -$10.03M); 0 multi-x wins; 87% of tokens at deep loss,2026-06-22
4tAREHxMu6ncQV9UQ3GhFZ4boFb6xa5wrkGjvapPMMYk,REJECT,-$0.34,-$36.14,17d,99.69%,0,"Dust/test accumulator: $37 volume, 332 buys/4 sells, ~$0 realized; not a meaningful trader",2026-06-22
E88emNBZpPxX3LGRdiHaDSobpBiRezRdgwG2TKdMcqf9,REJECT,-$0.37,-$38.17,17d,99.7%,0,"Dust/test accumulator: $39 volume, 338 buys/5 sells, ~$0 realized; not a meaningful trader",2026-06-22
GHNnupvah56aMEBq7m2KLzMfYkyjkPDp2Qe8uVLwJMiR,REJECT,-$0.20,-$36.18,18d,100%,0,"Dust/test accumulator: $36 volume, 320 buys/2 sells, ~$0 realized; not a meaningful trader",2026-06-22
HPGSoaK4WHuMNym7TpLqozRHkA6fRg3qGMDtqVsndL7h,REJECT,+$61.78K,-$106.23K,3d,97.5%,"3 (>500%), 6 (>100%)",Bag-holder: unrealized -$106K exceeds realized +$62K (net -$44K); 3d holds but net negative,2026-06-22
Euu7J5JWmvoF4vZ5M2X583jx8c9MgES58xW9SBFKziqq,REJECT,n/a,n/a,n/a,n/a,n/a,"RE-PRUNED 2026-06-26: the 2026-06-25 restore was WRONG. Co-bought rug clusters within hours of going active (~$800 loss with 2aU9JFx/HkFGQsW8), contributing to COPY's dd halt; attribution-based proven-loser logic demoted it 06-26 07:00. Reverted to the fast-dump pattern.",2026-06-26
J7hJg1JB1R1UeKmjUV8eWfzF7q5NAWG7ZoeHcJ86qCrG,REJECT,$0,-$2.04,2d,100%,"0 (>500%), 0 (>100%)",Realized not positive ($0) [src VORF],2026-06-25
142RScFDFaGyADg1rNAdDEcMaBbv2AQ3NLiAhkgYH5U9,REJECT,$0,-$3.29,2d,96%,"0 (>500%), 0 (>100%)",Realized not positive ($0) [src America250],2026-06-25
B1wupUPeiUjgdDY1yB51A6eimvLCh3xfkEUwpHFrJis4,KEEP,+$61.63K,+$344.78,5d,62.95%,"5 (>500%), 50 (>100%)","Realized +$61.63K, unreal +$344.78, hold 5d, 5x>500%/50x>100%, rug 62.95% [src XMoney]",2026-06-25
kjacHvfRNMG6sThxMPUDhDn6UbkTPHfNmFdQddY7puT,KEEP,+$14.24K,-$1.99K,17d,81.13%,"12 (>500%), 21 (>100%)","Realized +$14.24K, unreal -$1.99K, hold 17d, 12x>500%/21x>100%, rug 81.13% [src XMoney]",2026-06-25
C937MwaPmo2d6zxysoGeEERZZit7EC7H1R3Mem3BfUKZ,REJECT,+$25.79K,-$543.66,1h,69.62%,"0 (>500%), 44 (>100%)",No >500% wins (only 44x>100%); not repeatable [src XMoney],2026-06-25
73wLTVh6B2uvntsUsP9MzsTdQ7GyrPfypiEgKY8W6caD,REJECT,-$2.76K,-$46.93K,24d,64.1%,"8 (>500%), 29 (>100%)",Realized not positive (-$2.76K) [src XMoney],2026-06-25
5QLUCUFA62q1b2y8TKfFf31rL4Qj8zsKTQzuQ8xbTa1o,KEEP,+$373.51K,-$54.6K,4d,84.27%,"9 (>500%), 297 (>100%)","Realized +$373.51K, unreal -$54.6K, hold 4d, 9x>500%/297x>100%, rug 84.27% [src XMoney]",2026-06-25
DwWf4AbJ2av2aVBVHkdk8Huc8Qiiz6Zcbt5M9qCB19pS,KEEP,+$11.16K,-$58.37,52m,60.88%,"4 (>500%), 21 (>100%)","Realized +$11.16K, unreal -$58.37, hold 52m, 4x>500%/21x>100%, rug 60.88% [src XMoney]",2026-06-25
7jDbjRNWJQ9HLsStBewo3QyfBk7DwkawdrnND7zKMRCL,REJECT,-$8.67K,-$7.58K,4d,84.96%,"3 (>500%), 24 (>100%)",Realized not positive (-$8.67K) [src XMoney],2026-06-25
3fhyNXFJcaX5oQzQCybmJUZiRkWwHJEYAW6HLX58bV34,KEEP,+$42.18K,-$342.29,4h,98.97%,"1 (>500%), 6 (>100%)","Realized +$42.18K, unreal -$342.29, hold 4h, 1x>500%/6x>100%, rug 98.97% [src XMoney]",2026-06-25
B2JHj5w9CCxcktvoUG2J69GeLFaBv5HpZAwuQU3QsgaX,REJECT,+$292.88K,-$1.29M,5mo,76.88%,"225 (>500%), 833 (>100%)",Bag-holder: realized +$292.88K but unrealized -$1.29M [src XMoney],2026-06-25
H7SUqxaiQTLPjNhXgWq5Cv2Sv6vj4cjEjaNErzt2DhQk,KEEP,+$13.63K,-$4.73K,13h,63.8%,"4 (>500%), 27 (>100%)","Realized +$13.63K, unreal -$4.73K, hold 13h, 4x>500%/27x>100%, rug 63.8% [src XMoney]",2026-06-25
EzbeF2bADKo6GutJyWmgodyGJFeBPhcrXSdZUXPX5WGc,KEEP,+$1.91M,-$41.96K,20h,91.63%,"33 (>500%), 555 (>100%)","Realized +$1.91M, unreal -$41.96K, hold 20h, 33x>500%/555x>100%, rug 91.63% [src XMoney]",2026-06-25
HZXdwRRw27kfpYtTqc7bMfrRgK3LSUaiKDFtqoEihik8,KEEP,+$133.08K,-$71.15K,6d,89.39%,"20 (>500%), 245 (>100%)","Realized +$133.08K, unreal -$71.15K, hold 6d, 20x>500%/245x>100%, rug 89.39% [src XMoney]",2026-06-25
x8DGcvHne1vcoTgrqDZDyqYmQgDQYZEP6pQYThYtNNE,KEEP,+$31.76K,-$1.18K,11h,84.02%,"2 (>500%), 192 (>100%)","Realized +$31.76K, unreal -$1.18K, hold 11h, 2x>500%/192x>100%, rug 84.02% [src XMoney]",2026-06-25
CXoUJHtBGnuNR6zJ3zm8nTnNzCwXxFViXh29d1kTJQmK,KEEP,+$262.21K,-$5.57K,14h,98.2%,"2 (>500%), 394 (>100%)","Realized +$262.21K, unreal -$5.57K, hold 14h, 2x>500%/394x>100%, rug 98.2% [src XMoney]",2026-06-25
BXHFf59u8Dq7ioEYU27qpgSgsxbWrQngmeW2tK6g3Erv,KEEP,+$12.87K,-$448.24,2h,75.65%,"3 (>500%), 69 (>100%)","Realized +$12.87K, unreal -$448.24, hold 2h, 3x>500%/69x>100%, rug 75.65% [src XMoney]",2026-06-25
9gQR5PWpmyK4EhuG2VASGreQ8Wf6uezPNbzKDjYz1V7i,TOO_FAST,+$46.4K,-$51,6m,89.17%,"4 (>500%), 140 (>100%)",Sub-15min holds (6m); too fast for COPY latency; future fast-bot [src XMoney],2026-06-25
3zxXEq7k7dV1trkaHBbMPdVU7RTSSyCh17ckow8w8esA,REJECT,+$20.4K,+$0,1h,82.33%,"0 (>500%), 20 (>100%)",No >500% wins (only 20x>100%); not repeatable [src XMoney],2026-06-25
Aczem4ibtD9tKDsn3gvPNZRx1SCWHjvwMy5fmNkdG9qK,KEEP,+$18.7K,-$44.74,2h,85.14%,"1 (>500%), 48 (>100%)","Realized +$18.7K, unreal -$44.74, hold 2h, 1x>500%/48x>100%, rug 85.14% [src XMoney]",2026-06-25
EYVpjBxJ1y849nHRXDnBJtLiNqWhAhdiYxhxbKDUcwHC,REJECT,+$16K,-$59.54K,4d,80.5%,"2 (>500%), 45 (>100%)",Bag-holder: realized +$16K but unrealized -$59.54K [src XMoney],2026-06-25
3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,KEEP,+$155.59K,-$329.1,1h,83.19%,"5 (>500%), 119 (>100%)","Realized +$155.59K, unreal -$329.1, hold 1h, 5x>500%/119x>100%, rug 83.19% [src XMoney]",2026-06-25
FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,REJECT,+$32.95K,-$4.21K,1d,78.55%,"0 (>500%), 48 (>100%)",No >500% wins (only 48x>100%); not repeatable [src XMoney],2026-06-25
BJXjRq566xt66pcxCmCMLPSuNxyUpPNBdJGP56S7fMda,KEEP,+$868.45K,-$42.75K,1d,97.9%,"136 (>500%), 973 (>100%)","Realized +$868.45K, unreal -$42.75K, hold 1d, 136x>500%/973x>100%, rug 97.9% [src XMoney]",2026-06-25
yMBRVpuVm7bgASPEvEhVtKTbz4g4UhNFEDz8kBmHAv1,KEEP,+$87.95K,-$36.66K,5d,89.99%,"14 (>500%), 213 (>100%)","Realized +$87.95K, unreal -$36.66K, hold 5d, 14x>500%/213x>100%, rug 89.99% [src XMoney]",2026-06-25
hahaA2GjzZbwgAwwryjmTb8VkmLt68hdZVHhtcpknpT,KEEP,+$98.88K,-$12.32K,16h,93.9%,"1 (>500%), 259 (>100%)","Realized +$98.88K, unreal -$12.32K, hold 16h, 1x>500%/259x>100%, rug 93.9% [src XMoney]",2026-06-25
8p22DZxAdEyaqo72KDfxYo9yfPdraumSMAF1AXgcYnjb,KEEP,+$62.66K,-$8.23K,2d,91.33%,"11 (>500%), 165 (>100%)","Realized +$62.66K, unreal -$8.23K, hold 2d, 11x>500%/165x>100%, rug 91.33% [src XMoney]",2026-06-25
2TE2F3CJDbDhN3MgqNmnUh1NR5nHSornaK5daq65Lejs,KEEP,+$356.82K,-$33.59K,3d,86.47%,"17 (>500%), 295 (>100%)","Realized +$356.82K, unreal -$33.59K, hold 3d, 17x>500%/295x>100%, rug 86.47% [src XMoney]",2026-06-25
7yxvqSkKz5TbSqCpv6RtZPXiWocBq41eQvuQteveQ4fS,REJECT,-$621.92,+$591.05,2d,58.33%,"0 (>500%), 0 (>100%)",Realized not positive (-$621.92) [src XMoney],2026-06-25
DFfkvpLgid6Vaa4TyR6t9WWWsc2qCSod9iPGZSqcmYjm,KEEP,+$180.77K,+$199.37K,8h,96.29%,"10 (>500%), 6 (>100%)","Realized +$180.77K, unreal +$199.37K, hold 8h, 10x>500%/6x>100%, rug 96.29% [src SNDK]",2026-06-25
9nF713DdZCZPAQU1SheFprs9FEYLPhCURZnURJw6hK54,KEEP,+$103.87K,+$150.64K,9h,96.29%,"8 (>500%), 7 (>100%)","Realized +$103.87K, unreal +$150.64K, hold 9h, 8x>500%/7x>100%, rug 96.29% [src SNDK]",2026-06-25
6ZFxtZE36qG1QvXFw7uVtioesFdEeuBBEbXmUCLkesLE,KEEP,+$60.55K,+$42.2K,11h,78.57%,"1 (>500%), 6 (>100%)","Realized +$60.55K, unreal +$42.2K, hold 11h, 1x>500%/6x>100%, rug 78.57% [src OpenClaw]",2026-06-25
HqRzwWZdQvKwVDdQ1Xp14jswQHeu7jT2JfxC7JUEzkmj,KEEP,+$75.69K,+$43.05K,9h,76.92%,"2 (>500%), 3 (>100%)","Realized +$75.69K, unreal +$43.05K, hold 9h, 2x>500%/3x>100%, rug 76.92% [src OpenClaw]",2026-06-25
6cctnrg5Y6b9yaiq8SS11H1NfZbvKaHA1wijV5GDN2zp,REJECT,$0,+$1.38M,6d,0%,"0 (>500%), 0 (>100%)",Realized not positive ($0) [src OpenClaw],2026-06-25
DkTX9a4npZXFtmwLBEeu85oEPKd48JzgoxRqBCXVqBk1,REJECT,+$10.39K,+$4.58K,2d,93.75%,"1 (>500%), 1 (>100%)","Too few multi-x (>500%=1,>100%=1) [src USWR]",2026-06-25
